"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","preparations","county","type","locality","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.374601,-89.604295,"NORTH_AMERICA","Mississippi",2024,2,16,"cdc,cdround","https://www.inaturalist.org/observations/199439191","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4525125996","199439191",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",33.551024,-96.019274,"NORTH_AMERICA","Texas",2024,3,12,"cdc,cdround","https://www.inaturalist.org/observations/202229258","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4599791453","202229258",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",35.355894,-94.190015,"NORTH_AMERICA","Arkansas",2024,3,14,"cdc,cdround","https://www.inaturalist.org/observations/202478142","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4597473070","202478142",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",35.259172,-94.132516,"NORTH_AMERICA","Arkansas",2024,3,14,"cdc,cdround","https://www.inaturalist.org/observations/202481424","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4597039123","202481424",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",35.272161,-93.925243,"NORTH_AMERICA","Arkansas",2024,3,14,"cdc,cdround","https://www.inaturalist.org/observations/202484673","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4597033090","202484673",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",37.695471,-89.172344,"NORTH_AMERICA","Illinois",2024,3,14,"cdc,cdround","https://www.inaturalist.org/observations/202485935","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4597053976","202485935",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",35.70187,-95.833055,"NORTH_AMERICA","Oklahoma",2024,3,21,"cdc,cdround","https://www.inaturalist.org/observations/203439714","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4600057416","203439714",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",35.891504,-89.041564,"NORTH_AMERICA","Tennessee",2024,4,10,"cdc,cdround","https://www.inaturalist.org/observations/206498421","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4607432600","206498421",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.060233,-97.194153,"NORTH_AMERICA","Texas",2023,1,28,"cdc,cdround","https://www.inaturalist.org/observations/147574348","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4028896680","147574348",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.173533,-97.125579,"NORTH_AMERICA","Texas",2023,1,28,"cdc,cdround","https://www.inaturalist.org/observations/147575569","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4028851660","147575569",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.145823,-97.127915,"NORTH_AMERICA","Texas",2023,1,28,"cdc,cdround","https://www.inaturalist.org/observations/147576013","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4029115123","147576013",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.680826,-96.349312,"NORTH_AMERICA","Texas",2023,1,28,"cdc,cdround","https://www.inaturalist.org/observations/147585311","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","4028879144","147585311",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.704297,-96.279898,"NORTH_AMERICA","Texas",2023,1,28,"cdc,cdround","https://www.inaturalist.org/observations/147585312","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","4028866966","147585312",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.657542,-96.263338,"NORTH_AMERICA","Texas",2023,1,28,"cdc,cdround","https://www.inaturalist.org/observations/147585330","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","4029030118","147585330",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.61505,-96.338366,"NORTH_AMERICA","Texas",2023,2,4,"cdc,cdround","https://www.inaturalist.org/observations/148076519","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","4028717946","148076519",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",29.77738,-96.297258,"NORTH_AMERICA","Texas",2023,2,4,"cdc,cdround","https://www.inaturalist.org/observations/148080372","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","4029017985","148080372",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.773052,-89.912087,"NORTH_AMERICA","Mississippi",2023,2,9,"cdc,cdround","https://www.inaturalist.org/observations/148419966","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4034604078","148419966",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.684565,-89.838021,"NORTH_AMERICA","Mississippi",2023,2,9,"cdc,cdround","https://www.inaturalist.org/observations/148428418","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4034879154","148428418",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.584526,-89.837187,"NORTH_AMERICA","Mississippi",2023,2,10,"cdc,cdround","https://www.inaturalist.org/observations/148487859","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4034812820","148487859",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.641483,-89.948135,"NORTH_AMERICA","Mississippi",2023,2,10,"cdc,cdround","https://www.inaturalist.org/observations/148497121","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4034916340","148497121",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",32.578615,-90.097575,"NORTH_AMERICA","Mississippi",2023,2,20,"cdc,cdround","https://www.inaturalist.org/observations/149246090","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4039299947","149246090",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",37.706959,-88.720537,"NORTH_AMERICA","Illinois",2023,2,22,"cdc,cdround","https://www.inaturalist.org/observations/149578706","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","4046409970","149578706",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",37.249691,-88.809961,"NORTH_AMERICA","Illinois",2023,3,24,"cdc,cdround","https://www.inaturalist.org/observations/152199860","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4076347383","152199860",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",37.594128,-88.868737,"NORTH_AMERICA","Illinois",2023,3,24,"cdc,cdround","https://www.inaturalist.org/observations/152200244","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4075962386","152200244",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",36.861137,-88.564814,"NORTH_AMERICA","Kentucky",2023,4,14,"cdc,cdround","https://www.inaturalist.org/observations/154904844","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4091660075","154904844",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",35.302111,-93.888918,"NORTH_AMERICA","Arkansas",2022,3,3,"cdc,cdround","https://www.inaturalist.org/observations/107871906","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3712423517","107871906",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",35.235354,-93.872176,"NORTH_AMERICA","Arkansas",2022,3,3,"cdc,cdround","https://www.inaturalist.org/observations/107871913","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3712550538","107871913",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",35.166672,-92.3233,"NORTH_AMERICA","Arkansas",2022,3,5,"cdc,cdround","https://www.inaturalist.org/observations/108003514","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3712527577","108003514",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",35.086835,-92.333729,"NORTH_AMERICA","Arkansas",2022,3,5,"cdc,cdround","https://www.inaturalist.org/observations/108003515","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3712557574","108003515",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",37.262639,-88.941875,"NORTH_AMERICA","Illinois",2022,3,18,"cdc,cdround","https://www.inaturalist.org/observations/108916351","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747049601","108916351",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",37.527235,-94.453687,"NORTH_AMERICA","Missouri",2022,3,20,"cdc,cdround","https://www.inaturalist.org/observations/109545693","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3784959419","109545693",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",35.028302,-92.349496,"NORTH_AMERICA","Arkansas",2022,3,26,"cdc,cdround","https://www.inaturalist.org/observations/109676929","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759207115","109676929",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",37.014115,-96.193776,"NORTH_AMERICA","Kansas",2022,5,4,"cdc,cdround","https://www.inaturalist.org/observations/115588329","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772840042","115588329",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",36.626023,-88.043377,"NORTH_AMERICA","Kentucky",2022,5,8,"cdc,cdround","https://www.inaturalist.org/observations/116646634","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773178010","116646634",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lithobates areolatus",37.725315,-95.415898,"NORTH_AMERICA","Kansas",2022,5,6,"cdc,cdround","https://www.inaturalist.org/observations/118926999","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","3858267298","118926999",NA,NA,NA,NA,NA,NA
